unique_id,metric,AutoTiDE,AutoBiTCN,AutoDeepNPTS,AutoLSTM,AutoNHITS,AutoTFT,AutoMLP,AutoNBEATSx,best_model
OT_raw,mse,0.12993167130245128,0.1301034703205171,0.13359531054748566,0.15962619703640535,0.16218603617943267,0.13819480897906306,0.13752375791272894,0.1575856092478261,AutoTiDE
OT_w1001_exogenous_process_dtw,mse,0.12993167130245128,0.13146908480831127,0.1342183547044284,0.16061092672580035,0.1599883117655214,0.14374020032817977,0.1358252139854498,0.15628312990102997,AutoTiDE
OT_w1001_exogenous_process_dtw_inverted,mse,0.12993167130245128,0.13146908480831127,0.1342183547044284,0.16061092672580035,0.1599883117655214,0.14374020032817977,0.1358252139854498,0.15628312990102997,AutoTiDE
OT_w1001_exogenous_process_entropy,mse,0.12993167130245128,0.13163607387436468,0.13396668747494656,0.1601351181640618,0.16995404454803886,0.14773375842822847,0.1407187347912707,0.15977185500941676,AutoTiDE
OT_w1001_exogenous_process_entropy_inverted,mse,0.12993167130245128,0.13163607387436468,0.13396668747494656,0.1601351181640618,0.16995404454803886,0.14773375842822847,0.1407187347912707,0.15977185500941676,AutoTiDE
OT_w1001_exogenous_process_farm,mse,0.12993167130245128,0.13029515054566496,0.133281455226613,0.16008088376304488,0.162756242825512,0.13805507865953132,0.13725173292634646,0.15680114957328384,AutoTiDE
OT_w1001_exogenous_process_mutual_info,mse,0.12993167130245128,0.1312517222899707,0.13434529328817718,0.16144190454730062,0.16735037084121968,0.14242270246283956,0.13849910222328443,0.15489527257471394,AutoTiDE
OT_w1001_exogenous_process_mutual_info_inverted,mse,0.12993167130245128,0.1312517222899707,0.13434529328817718,0.16144190454730062,0.16735037084121968,0.14242270246283956,0.13849910222328443,0.15489527257471394,AutoTiDE
OT_w1001_exogenous_process_rollcorr,mse,0.12993167130245128,0.1320878977971718,0.13396172830542505,0.16037564672503338,0.16190548298078716,0.1403469845617396,0.1393776528647181,0.15938313106968746,AutoTiDE
OT_w1001_exogenous_process_rollcorr_inverted,mse,0.12993167130245128,0.1320878977971718,0.13396172830542505,0.16037564672503338,0.16190548298078716,0.1403469845617396,0.1393776528647181,0.15938313106968746,AutoTiDE
OT_w1001_exogenous_process_rollcov,mse,0.12993167130245128,0.13174728819951356,0.13383838647467947,0.15956642854770453,0.16457071202252255,0.141789663029749,0.13983106136624093,0.1596164016945045,AutoTiDE
OT_w1001_exogenous_process_rollcov_inverted,mse,0.12993167130245128,0.13174728819951356,0.13383838647467947,0.15956642854770453,0.16457071202252255,0.141789663029749,0.13983106136624093,0.1596164016945045,AutoTiDE
OT_w1251_exogenous_process_dtw,mse,0.12993167130245128,0.13086875994443603,0.1340742019979394,0.15932260782820878,0.16375766911784317,0.14184982568973561,0.13864674590990267,0.1551709475766862,AutoTiDE
OT_w1251_exogenous_process_dtw_inverted,mse,0.12993167130245128,0.13086875994443603,0.1340742019979394,0.15932260782820878,0.16375766911784317,0.14184982568973561,0.13864674590990267,0.1551709475766862,AutoTiDE
OT_w1251_exogenous_process_entropy,mse,0.12993167130245128,0.13082544387145842,0.1334951545011771,0.1606806280377086,0.1734931349135639,0.1404718892620813,0.13859742001892741,0.15883525872370027,AutoTiDE
OT_w1251_exogenous_process_entropy_inverted,mse,0.12993167130245128,0.13082544387145842,0.1334951545011771,0.1606806280377086,0.1734931349135639,0.1404718892620813,0.13859742001892741,0.15883525872370027,AutoTiDE
OT_w1251_exogenous_process_farm,mse,0.12993167130245128,0.1305558064899138,0.1336519394650553,0.1599927206980027,0.16355918794775415,0.13987533993068327,0.13830184508109292,0.16001238623620176,AutoTiDE
OT_w1251_exogenous_process_mutual_info,mse,0.12993167130245128,0.13074647242209142,0.1337732433611209,0.16078564476097224,0.1643151255169361,0.14442691293836152,0.1392322791558254,0.15982413600874928,AutoTiDE
