,dataset,horizon,shaping_process,shaping_window,model,metric,value
1,ETTh1,96,pmutual_info,751,MLP,mae,0.2013842781268561
1,ETTh1,96,pmutual_info,501,TFT,mae,0.2013653717818873
1,ETTh1,96,pentropy,751,TFT,mae,0.2013502368595193
1,ETTh1,96,pfarm,1501,TFT,mae,0.2013356849435625
1,ETTh1,96,pfarm,1001,TFT,mae,0.2013095433808937
1,ETTh1,96,identity,N/A,TFT,mae,0.2012720926962793
1,ETTh1,96,prollcov,1001,TFT,mae,0.2012606969914509
1,ETTh1,96,pentropy,1251,TFT,mae,0.2012474983970524
1,ETTh1,96,prollcorr,1001,TFT,mae,0.2011202698823417
3,ETTh1,720,pmutual_info,1251,BiTCN,mape,0.201114711377225
1,ETTh1,96,prollcov,501,TFT,mae,0.2010250582697042
1,ETTh1,96,prollcorr,751,TCN,mae,0.2010078999036633
1,ETTh1,96,iprollcov,1001,TFT,mae,0.2010072931041402
1,ETTh1,96,ipmutual_info,751,BiTCN,mae,0.2010014530168301
1,ETTh1,96,pentropy,751,BiTCN,mae,0.200913898444648
1,ETTh1,96,iprollcov,751,NHITS,mae,0.200902875856221
1,ETTh1,96,pmutual_info,1501,DeepNPTS,mae,0.200864875654958
1,ETTh1,96,ipmutual_info,1251,TFT,mae,0.2007355214293002
1,ETTh1,96,iprollcorr,1251,BiTCN,mae,0.2007250194942668
1,ETTh1,96,iprollcorr,1001,BiTCN,mae,0.2007143901272272
1,ETTh1,96,prollcorr,1251,BiTCN,mae,0.2007121253612714
1,ETTh1,96,iprollcov,1501,BiTCN,mae,0.2006897991611665
1,ETTh1,96,pentropy,1501,TFT,mae,0.200623535328183
1,ETTh1,96,identity,N/A,BiTCN,mae,0.2004656314296426
1,ETTh1,96,prollcov,1251,BiTCN,mae,0.20046473202582
1,ETTh1,96,pmutual_info,1001,TFT,mae,0.2004594859636883
1,ETTh1,96,pmutual_info,1251,TSMixerx,mae,0.2004590822643063
1,ETTh1,96,prollcov,751,BiTCN,mae,0.200439368690577
1,ETTh1,96,ipmutual_info,1251,BiTCN,mae,0.2003979354284466
3,ETTh1,720,pmutual_info,1001,NBEATSx,mape,0.2003720017673526
3,ETTh1,720,prollcorr,1001,BiTCN,mape,0.2003501788740807
1,ETTh1,96,iprollcorr,751,BiTCN,mae,0.2003165020053657
1,ETTh1,96,ipmutual_info,1501,BiTCN,mae,0.2002582952162991
3,ETTh1,720,pmutual_info,501,NBEATSx,mape,0.2002407155392206
1,ETTh1,96,iprollcorr,1501,DeepNPTS,mae,0.2002295868163576
1,ETTh1,96,ipentropy,501,BiTCN,mae,0.2001956856276356
3,ETTh1,720,prollcorr,751,NBEATSx,mape,0.2001862483797138
1,ETTh1,96,pentropy,501,BiTCN,mae,0.2001706128411823
3,ETTh1,720,pmutual_info,751,NHITS,mape,0.2001626629795033
1,ETTh1,96,prollcorr,1501,BiTCN,mae,0.2001549422204587
1,ETTh1,96,ipmutual_info,1001,BiTCN,mae,0.200140858126002
1,ETTh1,96,pmutual_info,501,BiTCN,mae,0.2000537759460801
1,ETTh1,96,prollcorr,1001,BiTCN,mae,0.1999972886298879
0,ETTh1,720,pfarm,751,LSTM,mse,0.199984760794769
1,ETTh1,96,pfarm,501,BiTCN,mae,0.1999590011475694
3,ETTh1,720,pentropy,1251,NBEATSx,mape,0.1999477958722786
1,ETTh1,96,prollcov,1501,BiTCN,mae,0.1999436399310461
1,ETTh1,96,ipentropy,1001,BiTCN,mae,0.1999092993787875
1,ETTh1,96,prollcorr,501,BiTCN,mae,0.1998747128969194
1,ETTh1,96,prollcov,501,BiTCN,mae,0.1998569439441571
3,ETTh1,720,iprollcorr,1251,NBEATSx,mape,0.1998021937995339
3,ETTh1,720,prollcorr,1501,NBEATSx,mape,0.1997302894750715
3,ETTh1,720,iprollcorr,1501,BiTCN,mape,0.1997202886195158
1,ETTh1,96,pmutual_info,1251,BiTCN,mae,0.199705703153511
1,ETTh1,96,ipmutual_info,501,BiTCN,mae,0.199682740172622
1,ETTh1,96,iprollcorr,1501,BiTCN,mae,0.1996545815044863
1,ETTh1,96,prollcov,1001,BiTCN,mae,0.1996453294997428
1,ETTh1,96,ipentropy,1501,BiTCN,mae,0.1995422658092339
0,ETTh1,720,pmutual_info,501,LSTM,mse,0.1995357813236221
1,ETTh1,96,pentropy,1501,BiTCN,mae,0.1995181784443838
1,ETTh1,96,iprollcov,1251,BiTCN,mae,0.1994748812246502
1,ETTh1,96,ipentropy,1251,BiTCN,mae,0.1994740274073332
4,ETTh1,720,pfarm,751,GRU,smape,0.1994686046660768
1,ETTh1,96,pfarm,1251,BiTCN,mae,0.1994676794028098
1,ETTh1,96,pfarm,1501,DeepNPTS,mae,0.1994481168829611
1,ETTh1,96,iprollcov,1001,BiTCN,mae,0.1994376577623261
1,ETTh1,96,prollcorr,751,BiTCN,mae,0.199388387365221
1,ETTh1,96,pentropy,1251,BiTCN,mae,0.1993580218164385
1,ETTh1,96,pfarm,1501,BiTCN,mae,0.1993531530620113
1,ETTh1,96,ipentropy,1501,DeepNPTS,mae,0.1993297047044931
1,ETTh1,96,pfarm,1001,BiTCN,mae,0.1993241872351082
1,ETTh1,96,iprollcov,501,BiTCN,mae,0.1992305388502749
1,ETTh1,96,ipentropy,751,BiTCN,mae,0.19921926493185
1,ETTh1,96,iprollcorr,501,BiTCN,mae,0.1992112977517269
3,ETTh1,720,ipentropy,1001,NBEATSx,mape,0.1991972439814278
1,ETTh1,96,iprollcov,751,BiTCN,mae,0.1991874000373169
1,ETTh1,96,pmutual_info,1001,BiTCN,mae,0.199185303712764
3,ETTh1,720,pentropy,1251,BiTCN,mape,0.1991834495528353
1,ETTh1,96,pfarm,751,BiTCN,mae,0.1991796824264493
3,ETTh1,720,pmutual_info,501,NHITS,mape,0.1991308363373495
1,ETTh1,96,pentropy,1001,BiTCN,mae,0.1991181540503389
3,ETTh1,720,ipentropy,751,NBEATSx,mape,0.1988863956117717
1,ETTh1,96,prollcorr,1501,DeepNPTS,mae,0.1987584391970166
1,ETTh1,96,pmutual_info,1501,BiTCN,mae,0.1985505652437703
1,ETTh1,96,pmutual_info,751,BiTCN,mae,0.1985440525100533
1,ETTh1,96,prollcov,1501,DeepNPTS,mae,0.1985369899165077
3,ETTh1,720,prollcov,1501,NBEATSx,mape,0.1985113216032883
1,ETTh1,96,prollcov,501,DeepNPTS,mae,0.1982382700081952
1,ETTh1,96,pmutual_info,751,DeepNPTS,mae,0.1981999153200287
1,ETTh1,96,ipentropy,751,DeepNPTS,mae,0.1981510166966236
3,ETTh1,720,pentropy,751,NBEATSx,mape,0.1980979760850261
3,ETTh1,192,ipmutual_info,1001,TFT,mape,0.1977639030579603
4,ETTh1,720,prollcov,1001,GRU,smape,0.1976618174670257
3,ETTh1,720,ipmutual_info,1001,NBEATSx,mape,0.1974758875787891
4,ETTh1,720,pfarm,501,GRU,smape,0.1971824372610542
1,ETTh1,96,prollcov,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcorr,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcov,1001,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcov,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcov,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipentropy,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcorr,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcorr,1001,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipmutual_info,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcorr,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,pfarm,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,identity,N/A,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipentropy,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcov,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcov,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,pentropy,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,pentropy,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,pentropy,1001,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcov,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipentropy,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipentropy,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipentropy,1001,TiDE,mae,0.1971793393354271
1,ETTh1,96,pmutual_info,1001,TiDE,mae,0.1971793393354271
1,ETTh1,96,pmutual_info,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,pmutual_info,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcov,1001,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcov,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcov,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,pmutual_info,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,pfarm,1001,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcorr,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,pentropy,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcorr,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcorr,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,iprollcorr,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipmutual_info,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipmutual_info,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipmutual_info,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,pmutual_info,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,pentropy,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcorr,1001,TiDE,mae,0.1971793393354271
1,ETTh1,96,pfarm,1501,TiDE,mae,0.1971793393354271
1,ETTh1,96,prollcorr,501,TiDE,mae,0.1971793393354271
1,ETTh1,96,pfarm,1251,TiDE,mae,0.1971793393354271
1,ETTh1,96,pfarm,751,TiDE,mae,0.1971793393354271
1,ETTh1,96,ipmutual_info,1001,TiDE,mae,0.1971793393354271
3,ETTh1,720,ipmutual_info,1251,NBEATSx,mape,0.1971315798869616
3,ETTh1,720,iprollcov,751,NBEATSx,mape,0.1969908200935849
3,ETTh1,720,prollcorr,1001,NBEATSx,mape,0.1968997561027416
3,ETTh1,336,prollcorr,1251,NHITS,mape,0.1968699479951701
3,ETTh1,720,pentropy,1501,NBEATSx,mape,0.1968140985043466
1,ETTh1,96,ipentropy,1001,DeepNPTS,mae,0.1967679036675746
3,ETTh1,720,prollcov,1001,NBEATSx,mape,0.1966681274782144
1,ETTh1,96,ipmutual_info,751,DeepNPTS,mae,0.1965615534836999
1,ETTh1,96,identity,N/A,DeepNPTS,mae,0.1965024604621336
3,ETTh1,336,ipmutual_info,501,TCN,mape,0.1964862909663365
3,ETTh1,720,prollcorr,751,BiTCN,mape,0.1962180780977993
3,ETTh1,720,iprollcorr,501,BiTCN,mape,0.1961643326837719
3,ETTh1,720,ipmutual_info,751,BiTCN,mape,0.1959555303403315
3,ETTh1,720,pmutual_info,1251,NBEATSx,mape,0.1959096059044924
3,ETTh1,720,prollcorr,501,NBEATSx,mape,0.1958965919811442
3,ETTh1,192,prollcorr,1001,TFT,mape,0.1958463253676665
3,ETTh1,720,pentropy,501,BiTCN,mape,0.1957971528245312
3,ETTh1,720,prollcov,501,NBEATSx,mape,0.195755695554884
3,ETTh1,720,pmutual_info,1251,TFT,mape,0.195528492406628
3,ETTh1,192,prollcov,751,TFT,mape,0.1955178739743549
3,ETTh1,192,iprollcorr,1001,TFT,mape,0.195514411592663
3,ETTh1,336,iprollcorr,501,TCN,mape,0.195501365721844
0,ETTh1,720,iprollcorr,1001,BiTCN,mse,0.1954483547797487
3,ETTh1,336,prollcov,1251,TCN,mape,0.1953861147229105
3,ETTh1,192,pentropy,751,TFT,mape,0.1953730182031861
3,ETTh1,192,ipentropy,1501,TFT,mape,0.1953479665267792
3,ETTh1,336,iprollcov,751,TCN,mape,0.1953162306553205
3,ETTh1,336,iprollcov,501,TCN,mape,0.1952612745831285
3,ETTh1,192,pfarm,1501,TFT,mape,0.1952576007134837
3,ETTh1,720,pentropy,1001,NBEATSx,mape,0.1951774577928609
3,ETTh1,192,pfarm,1001,TFT,mape,0.1949844723370367
3,ETTh1,720,pfarm,751,BiTCN,mape,0.194941974979411
3,ETTh1,192,pentropy,1251,TFT,mape,0.1948453614461532
4,ETTh1,720,pmutual_info,1251,LSTM,smape,0.1946496654284768
3,ETTh1,720,identity,N/A,BiTCN,mape,0.1945600073192145
3,ETTh1,720,iprollcov,1501,BiTCN,mape,0.1945439551057362
3,ETTh1,720,identity,N/A,NBEATSx,mape,0.1945405993320869
3,ETTh1,336,prollcorr,1001,MLP,mape,0.1945156311068551
3,ETTh1,192,pfarm,501,TFT,mape,0.1944679537039846
3,ETTh1,336,ipmutual_info,751,TCN,mape,0.194464113151377
3,ETTh1,336,pmutual_info,501,TCN,mape,0.1943717368120984
4,ETTh1,720,prollcov,751,GRU,smape,0.1943410771596836
3,ETTh1,336,ipentropy,1001,TCN,mape,0.1942029676884348
3,ETTh1,336,prollcov,501,TCN,mape,0.1941674261521933
3,ETTh1,336,pentropy,751,TCN,mape,0.1940216893008235
3,ETTh1,336,prollcov,751,TCN,mape,0.1940050091391399
3,ETTh1,336,pmutual_info,751,TCN,mape,0.1938716766087803
3,ETTh1,720,iprollcorr,501,NBEATSx,mape,0.1938117163108283
3,ETTh1,720,ipentropy,1251,NBEATSx,mape,0.1937973320748302
3,ETTh1,336,prollcorr,1001,NHITS,mape,0.1937622969900986
3,ETTh1,336,iprollcorr,1501,TCN,mape,0.1936965856730837
3,ETTh1,720,prollcorr,501,BiTCN,mape,0.1935599197192759
3,ETTh1,336,pentropy,1501,TCN,mape,0.1934686388326157
3,ETTh1,720,pfarm,751,NBEATSx,mape,0.1933867364809893
3,ETTh1,720,pentropy,751,BiTCN,mape,0.1933786673880705
3,ETTh1,720,ipentropy,1001,BiTCN,mape,0.1932850986015154
3,ETTh1,336,ipentropy,501,TCN,mape,0.1932215182545706
3,ETTh1,720,iprollcov,1501,TCN,mape,0.1929413251462109
3,ETTh1,336,identity,N/A,TCN,mape,0.1928874180549816
3,ETTh1,336,iprollcorr,1001,TCN,mape,0.1928549039635747
3,ETTh1,336,prollcov,501,NHITS,mape,0.1928518736008501
3,ETTh1,336,prollcov,1001,NHITS,mape,0.192836169012959
3,ETTh1,192,prollcov,1001,TFT,mape,0.1927695317445489
3,ETTh1,336,prollcov,751,NHITS,mape,0.1927345272661029
3,ETTh1,720,iprollcorr,1251,BiTCN,mape,0.1927299593568205
3,ETTh1,720,prollcov,1251,NBEATSx,mape,0.1926420835274453
3,ETTh1,336,pfarm,501,TCN,mape,0.192618105751621
3,ETTh1,336,prollcorr,1251,BiTCN,mape,0.1926019207711243
3,ETTh1,336,ipentropy,1251,NHITS,mape,0.1925594714001894
3,ETTh1,720,iprollcorr,751,BiTCN,mape,0.1924212250091026
3,ETTh1,336,pmutual_info,1501,BiTCN,mape,0.1923873165202254
4,ETTh1,720,iprollcov,1501,GRU,smape,0.1923700742002026
3,ETTh1,336,pmutual_info,1251,TCN,mape,0.1923595656705981
3,ETTh1,336,pfarm,1251,NHITS,mape,0.1923593448667892
3,ETTh1,336,pfarm,1501,TCN,mape,0.1923415734124033
3,ETTh1,336,iprollcorr,1501,NHITS,mape,0.192327342161034
3,ETTh1,336,pmutual_info,1001,NHITS,mape,0.1922977424006288
3,ETTh1,336,ipentropy,1501,NHITS,mape,0.1922717948511129
3,ETTh1,336,prollcorr,1501,TCN,mape,0.1921684090668033
4,ETTh1,720,identity,N/A,GRU,smape,0.1920925439123031
3,ETTh1,336,pentropy,1251,TCN,mape,0.192083329835748
3,ETTh1,336,ipmutual_info,1001,NHITS,mape,0.1919349461373951
3,ETTh1,336,prollcov,1251,NHITS,mape,0.1919210003512293
3,ETTh1,336,ipmutual_info,1501,TCN,mape,0.1918746776221968
3,ETTh1,336,prollcorr,751,NHITS,mape,0.1918208882183214
3,ETTh1,336,pentropy,501,TCN,mape,0.1918172578475342
4,ETTh1,720,prollcorr,1251,GRU,smape,0.1917817782060351
3,ETTh1,720,ipmutual_info,1001,DeepNPTS,mape,0.1917747917832718
3,ETTh1,336,ipentropy,1501,TCN,mape,0.1917506849588232
3,ETTh1,336,ipmutual_info,1251,TCN,mape,0.1917417192033196
3,ETTh1,336,prollcorr,751,TCN,mape,0.191721324934708
3,ETTh1,336,prollcorr,1501,NHITS,mape,0.1916998705060288
3,ETTh1,336,pfarm,751,TCN,mape,0.1916363141816179
3,ETTh1,336,iprollcorr,751,TCN,mape,0.1916061497803549
3,ETTh1,720,ipmutual_info,501,DeepNPTS,mape,0.1915154328063387
4,ETTh1,720,pfarm,1501,LSTM,smape,0.1915077076336645
3,ETTh1,720,pfarm,751,DeepNPTS,mape,0.1914748177033185
3,ETTh1,336,prollcorr,501,NHITS,mape,0.1914615068526648
3,ETTh1,336,iprollcov,1001,TCN,mape,0.1914611791928379
3,ETTh1,336,prollcov,501,BiTCN,mape,0.1913625452011599
3,ETTh1,336,pmutual_info,1001,TCN,mape,0.1913501484875912
3,ETTh1,336,pmutual_info,751,MLP,mape,0.1913151871318605
3,ETTh1,336,pentropy,1001,TCN,mape,0.1912732686835547
3,ETTh1,336,prollcov,1501,TCN,mape,0.1912171445986847
3,ETTh1,336,ipentropy,1251,TCN,mape,0.1911591275673974
3,ETTh1,336,ipmutual_info,501,NHITS,mape,0.1911467301856798
3,ETTh1,720,pentropy,1251,DeepNPTS,mape,0.1911066281197339
3,ETTh1,336,prollcov,1501,NHITS,mape,0.1910974818894894
3,ETTh1,336,iprollcov,1501,TCN,mape,0.1910752097548537
3,ETTh1,720,pentropy,1001,TFT,mape,0.1910291828723522
3,ETTh1,336,pentropy,501,MLP,mape,0.1910051880501026
4,ETTh1,720,iprollcorr,751,LSTM,smape,0.1909906497509696
3,ETTh1,336,iprollcorr,501,NHITS,mape,0.1909700433438027
3,ETTh1,336,iprollcov,1501,NHITS,mape,0.1909577329042152
4,ETTh1,720,iprollcov,501,LSTM,smape,0.1909375955355305
3,ETTh1,336,iprollcov,501,NHITS,mape,0.1909088872264204
3,ETTh1,336,identity,N/A,NHITS,mape,0.1908714047377061
4,ETTh1,720,iprollcorr,1001,GRU,smape,0.1908473185644544
3,ETTh1,336,ipentropy,1001,NHITS,mape,0.1907533586526071
3,ETTh1,720,prollcorr,1501,BiTCN,mape,0.190738665354988
3,ETTh1,336,ipmutual_info,1001,TCN,mape,0.190736547972744
3,ETTh1,336,pmutual_info,1251,NHITS,mape,0.1907320048363696
3,ETTh1,720,iprollcov,1001,NBEATSx,mape,0.1906962462302852
3,ETTh1,192,pentropy,1001,TFT,mape,0.1905399140160763
3,ETTh1,336,ipentropy,751,TCN,mape,0.1904873733693002
3,ETTh1,336,iprollcorr,1251,NHITS,mape,0.1904845464827811
3,ETTh1,336,prollcov,1001,TCN,mape,0.1904048456582029
3,ETTh1,336,iprollcorr,1251,BiTCN,mape,0.1903276487481079
3,ETTh1,720,ipentropy,501,DeepNPTS,mape,0.1903261714651034
3,ETTh1,336,identity,N/A,TSMixerx,mape,0.1903238076897245
3,ETTh1,720,prollcov,501,BiTCN,mape,0.1903121735961856
3,ETTh1,336,ipentropy,1251,TSMixerx,mape,0.1902331526518195
3,ETTh1,336,prollcorr,1001,TCN,mape,0.1902301626783712
3,ETTh1,720,prollcorr,1251,DeepNPTS,mape,0.1901814607534674
3,ETTh1,336,pentropy,1501,NHITS,mape,0.1901622274750354
3,ETTh1,192,prollcorr,1501,LSTM,mape,0.1901294975203413
3,ETTh1,720,pmutual_info,1251,DeepNPTS,mape,0.1901143943069801
3,ETTh1,336,prollcorr,1251,TSMixerx,mape,0.1901045698581839
0,ETTh1,720,pfarm,1001,BiTCN,mse,0.1900791637338172
3,ETTh1,336,ipmutual_info,1251,TSMixerx,mape,0.1900330293380579
3,ETTh1,336,ipentropy,501,NHITS,mape,0.1900256280566736
3,ETTh1,336,iprollcorr,751,BiTCN,mape,0.1900194268822909
3,ETTh1,336,pfarm,751,TSMixerx,mape,0.1900121326467606
3,ETTh1,336,prollcorr,501,TFT,mape,0.1899921769842365
3,ETTh1,336,pentropy,1001,TSMixerx,mape,0.1899909652712084
3,ETTh1,336,iprollcov,751,TFT,mape,0.1899563267244859
3,ETTh1,336,iprollcov,1501,BiTCN,mape,0.1899321077454219
3,ETTh1,336,prollcorr,501,NBEATSx,mape,0.1898993066397415
3,ETTh1,336,pmutual_info,1501,TSMixerx,mape,0.1898843807290981
3,ETTh1,336,iprollcov,751,TSMixerx,mape,0.1898743470986681
3,ETTh1,336,prollcov,501,TSMixerx,mape,0.1898708629081218
3,ETTh1,336,prollcorr,1251,TCN,mape,0.1898567994871632
3,ETTh1,336,ipmutual_info,751,TSMixerx,mape,0.1898455520894466
3,ETTh1,336,pentropy,1251,TSMixerx,mape,0.1898440429235188
3,ETTh1,336,iprollcov,1251,NHITS,mape,0.1898431491068837
3,ETTh1,336,pfarm,1251,TCN,mape,0.1898413626758009
3,ETTh1,336,prollcorr,501,TSMixerx,mape,0.1898067421976389
3,ETTh1,336,pfarm,1251,BiTCN,mape,0.1897855217623725
3,ETTh1,336,pfarm,1001,TSMixerx,mape,0.1897741415805836
3,ETTh1,336,ipentropy,751,NHITS,mape,0.1897703720265794
3,ETTh1,336,prollcov,1251,TSMixerx,mape,0.1897304784232073
3,ETTh1,336,pfarm,1501,TSMixerx,mape,0.1897259096604314
3,ETTh1,336,iprollcorr,501,TSMixerx,mape,0.1897101534476108
3,ETTh1,336,ipmutual_info,751,NHITS,mape,0.1897056909671278
3,ETTh1,336,iprollcov,501,TSMixerx,mape,0.1896959928444619
3,ETTh1,336,prollcorr,751,TSMixerx,mape,0.1896858950333457
3,ETTh1,336,pmutual_info,751,NHITS,mape,0.1896584124691221
3,ETTh1,336,prollcov,1501,TSMixerx,mape,0.1896505117193227
3,ETTh1,336,ipentropy,501,TSMixerx,mape,0.189646311108709
3,ETTh1,336,pfarm,751,NHITS,mape,0.1896261473592432
3,ETTh1,720,pentropy,1501,DeepNPTS,mape,0.1896140676203403
3,ETTh1,336,pentropy,751,NHITS,mape,0.189585353459131
3,ETTh1,336,iprollcorr,1251,TCN,mape,0.1895750119121454
3,ETTh1,336,ipentropy,1001,TSMixerx,mape,0.1895466204077738
4,ETTh1,720,iprollcov,501,GRU,smape,0.1895324311432889
3,ETTh1,336,pfarm,1001,TCN,mape,0.1895160874176416
3,ETTh1,336,prollcorr,1501,TSMixerx,mape,0.1893795835425301
3,ETTh1,336,iprollcov,1001,TSMixerx,mape,0.1893728839185439
3,ETTh1,336,pfarm,1251,TSMixerx,mape,0.1893670248828353
3,ETTh1,336,iprollcorr,751,TSMixerx,mape,0.1893654090632362
3,ETTh1,336,ipmutual_info,1001,TSMixerx,mape,0.1893602716021137
3,ETTh1,336,pfarm,501,NHITS,mape,0.1893217832947526
3,ETTh1,720,iprollcorr,1501,DeepNPTS,mape,0.1892833774037929
3,ETTh1,720,ipentropy,1251,TFT,mape,0.1892349265618143
3,ETTh1,336,pmutual_info,501,TSMixerx,mape,0.1892165450090154
3,ETTh1,336,prollcov,1001,TSMixerx,mape,0.1891774013296021
3,ETTh1,336,iprollcorr,501,TFT,mape,0.1891690481360623
3,ETTh1,336,pentropy,501,TSMixerx,mape,0.1891653593084433
3,ETTh1,336,ipentropy,751,TSMixerx,mape,0.1891533364232841
3,ETTh1,336,iprollcorr,1251,TSMixerx,mape,0.1891424179904686
3,ETTh1,336,pentropy,751,TSMixerx,mape,0.1891416742247668
3,ETTh1,336,iprollcorr,1501,TSMixerx,mape,0.189139256253768
3,ETTh1,336,iprollcorr,1001,TSMixerx,mape,0.1891251079978201
3,ETTh1,336,ipentropy,1501,TSMixerx,mape,0.1891183115229516
3,ETTh1,336,pmutual_info,1251,TSMixerx,mape,0.1891131595351939
3,ETTh1,336,iprollcov,1501,TSMixerx,mape,0.1891131099970281
3,ETTh1,336,ipmutual_info,1501,TSMixerx,mape,0.1891128682842341
3,ETTh1,336,pmutual_info,1001,TSMixerx,mape,0.1891117717326784
3,ETTh1,336,ipmutual_info,501,TSMixerx,mape,0.1891095737577614
3,ETTh1,336,pmutual_info,751,TSMixerx,mape,0.1891043029299153
3,ETTh1,336,pentropy,1001,NHITS,mape,0.1891020750807806
3,ETTh1,336,iprollcov,1251,TSMixerx,mape,0.1890996438207039
3,ETTh1,336,ipentropy,751,BiTCN,mape,0.1890994355641027
3,ETTh1,336,prollcorr,1001,TSMixerx,mape,0.1890825909323361
3,ETTh1,336,pfarm,501,TSMixerx,mape,0.1890810220339515
3,ETTh1,336,pentropy,1501,TSMixerx,mape,0.189069789389373
3,ETTh1,336,ipentropy,1501,BiTCN,mape,0.1890611956974657
3,ETTh1,336,prollcov,751,TSMixerx,mape,0.1890491439225344
3,ETTh1,720,pmutual_info,1501,DeepNPTS,mape,0.189036161219527
3,ETTh1,336,iprollcov,1001,TFT,mape,0.1890311463095558
3,ETTh1,336,prollcorr,751,NBEATSx,mape,0.1889980146989451
3,ETTh1,336,prollcorr,501,TCN,mape,0.1889645338686097
3,ETTh1,720,pfarm,1001,DeepNPTS,mape,0.188958254940492
3,ETTh1,720,iprollcov,1501,DeepNPTS,mape,0.1889388393566445
3,ETTh1,336,ipmutual_info,751,BiTCN,mape,0.1888937409044998
3,ETTh1,336,prollcorr,501,BiTCN,mape,0.1888485010942566
3,ETTh1,336,ipentropy,1251,BiTCN,mape,0.1887965841732781
3,ETTh1,336,iprollcov,501,TFT,mape,0.1887460326518153
0,ETTh1,720,ipentropy,1501,NBEATSx,mse,0.1887446136599845
3,ETTh1,336,prollcorr,1251,NBEATSx,mape,0.1887399261749548
3,ETTh1,336,pfarm,1501,NHITS,mape,0.188669174750616
3,ETTh1,336,iprollcov,1251,TCN,mape,0.1886459091629797
3,ETTh1,720,prollcorr,1001,DeepNPTS,mape,0.1886313551586702
3,ETTh1,336,ipmutual_info,1001,LSTM,mape,0.1886275393662349
3,ETTh1,336,pentropy,501,NHITS,mape,0.1885808909957113
3,ETTh1,336,pentropy,1251,NHITS,mape,0.1885781762159167
3,ETTh1,336,pfarm,1001,NHITS,mape,0.1885515115807433
3,ETTh1,336,pentropy,751,NBEATSx,mape,0.18855059671826
3,ETTh1,720,ipmutual_info,1501,DeepNPTS,mape,0.188510421104762
3,ETTh1,336,iprollcov,1251,TFT,mape,0.1884807087361678
3,ETTh1,720,iprollcorr,1251,TFT,mape,0.1884715368302839
3,ETTh1,336,prollcov,751,NBEATSx,mape,0.1884398640667786
3,ETTh1,336,ipmutual_info,1001,BiTCN,mape,0.1883832573990513
4,ETTh1,720,prollcorr,501,GRU,smape,0.1883532653591682
3,ETTh1,336,pentropy,501,NBEATSx,mape,0.1883190729036882
3,ETTh1,720,prollcov,751,DeepNPTS,mape,0.1882911731930971
3,ETTh1,720,ipentropy,1251,DeepNPTS,mape,0.1882463174474169
3,ETTh1,720,pmutual_info,501,DeepNPTS,mape,0.1881789408377213
4,ETTh1,720,iprollcorr,501,GRU,smape,0.1881613156395502
3,ETTh1,336,iprollcorr,501,BiTCN,mape,0.1881585383909073
3,ETTh1,336,ipmutual_info,501,NBEATSx,mape,0.188155749259015
3,ETTh1,336,iprollcov,1001,MLP,mape,0.1881520611234054
3,ETTh1,720,prollcov,1501,DeepNPTS,mape,0.1880718834184651
3,ETTh1,336,prollcov,1001,TFT,mape,0.1880641775401593
3,ETTh1,336,pmutual_info,1501,NHITS,mape,0.1880525219931909
