,dataset,horizon,shaping_process,shaping_window,model,metric,value
2,ETTh1,720,ipmutual_info,501,GRU,rmse,0.6405921640832644
2,ETTh1,720,prollcov,1501,GRU,rmse,0.6353409398074121
2,ETTh1,720,prollcov,1251,GRU,rmse,0.6310967808106095
2,ETTh1,720,prollcorr,1501,GRU,rmse,0.5991876038633335
2,ETTh1,720,ipmutual_info,751,GRU,rmse,0.5980284437277701
2,ETTh1,720,iprollcorr,1251,LSTM,rmse,0.5848308268680008
2,ETTh1,720,pfarm,1251,GRU,rmse,0.5841930686938469
2,ETTh1,720,iprollcov,751,GRU,rmse,0.5822784867175972
2,ETTh1,720,iprollcov,1001,GRU,rmse,0.5818337116676146
2,ETTh1,720,pmutual_info,1001,GRU,rmse,0.5791126960276796
2,ETTh1,720,pfarm,751,GRU,rmse,0.5762235404117592
2,ETTh1,720,pfarm,501,GRU,rmse,0.574545712133709
2,ETTh1,720,iprollcov,501,GRU,rmse,0.5722827674958281
2,ETTh1,720,identity,N/A,GRU,rmse,0.5719112115523041
2,ETTh1,720,iprollcorr,1501,GRU,rmse,0.571365420436872
2,ETTh1,720,prollcov,751,GRU,rmse,0.568666781097476
2,ETTh1,720,pmutual_info,1251,LSTM,rmse,0.5652057741515202
2,ETTh1,720,prollcov,1001,GRU,rmse,0.564635310024577
2,ETTh1,720,iprollcov,1501,GRU,rmse,0.5628413941778907
2,ETTh1,720,prollcorr,1251,GRU,rmse,0.5622061184117043
2,ETTh1,720,iprollcorr,1001,GRU,rmse,0.5558437642857069
2,ETTh1,720,ipentropy,1001,GRU,rmse,0.5558060188382157
2,ETTh1,720,iprollcorr,751,LSTM,rmse,0.5520128715780026
2,ETTh1,720,identity,N/A,LSTM,rmse,0.5494930811476336
2,ETTh1,720,pentropy,501,GRU,rmse,0.5456820014510025
2,ETTh1,720,pfarm,1501,LSTM,rmse,0.5430138332008242
1,ETTh1,720,prollcov,1501,GRU,mae,0.5427164411147037
2,ETTh1,720,prollcov,1001,LSTM,rmse,0.5415133057397935
2,ETTh1,720,iprollcov,501,LSTM,rmse,0.5405758442407024
2,ETTh1,720,prollcorr,501,GRU,rmse,0.5404232875957011
2,ETTh1,720,iprollcorr,501,GRU,rmse,0.5404106676819952
2,ETTh1,720,iprollcov,1501,LSTM,rmse,0.5400139735301412
2,ETTh1,720,pentropy,1251,GRU,rmse,0.5399651498869186
1,ETTh1,720,ipmutual_info,501,GRU,mae,0.5388685112064419
2,ETTh1,720,pfarm,1001,GRU,rmse,0.5383185304902407
2,ETTh1,720,iprollcorr,1251,GRU,rmse,0.5382424417830908
2,ETTh1,720,pfarm,1501,GRU,rmse,0.5367691544559363
2,ETTh1,720,ipentropy,1501,GRU,rmse,0.535457750762858
2,ETTh1,720,iprollcov,1001,LSTM,rmse,0.5352908909637789
2,ETTh1,720,pentropy,751,LSTM,rmse,0.5342542395141473
2,ETTh1,720,pentropy,1001,LSTM,rmse,0.533623465602385
2,ETTh1,720,ipentropy,1501,LSTM,rmse,0.5331725428931456
2,ETTh1,720,ipentropy,751,LSTM,rmse,0.5324629636525647
2,ETTh1,720,iprollcov,1251,GRU,rmse,0.5301848369732725
2,ETTh1,720,ipentropy,1251,LSTM,rmse,0.5263852532534253
1,ETTh1,720,prollcov,1251,GRU,mae,0.5263778801418855
2,ETTh1,720,ipentropy,501,LSTM,rmse,0.525767661008763
2,ETTh1,720,iprollcorr,1001,LSTM,rmse,0.5253683158046226
2,ETTh1,720,prollcov,501,GRU,rmse,0.525186852966174
2,ETTh1,720,iprollcorr,1501,LSTM,rmse,0.5248294886234957
2,ETTh1,720,prollcov,1251,LSTM,rmse,0.5223209943657778
2,ETTh1,720,iprollcorr,501,LSTM,rmse,0.5204215701605024
2,ETTh1,720,pmutual_info,501,GRU,rmse,0.5198561957893576
2,ETTh1,720,ipentropy,1001,LSTM,rmse,0.5198483608661393
2,ETTh1,720,ipentropy,1251,GRU,rmse,0.5192098682461307
2,ETTh1,720,iprollcorr,751,GRU,rmse,0.5171712476108139
2,ETTh1,720,pfarm,1251,LSTM,rmse,0.5143401188223037
2,ETTh1,720,prollcorr,1501,LSTM,rmse,0.5139384293789596
2,ETTh1,720,pmutual_info,1501,LSTM,rmse,0.5121548404187802
2,ETTh1,720,ipmutual_info,1501,GRU,rmse,0.5119865851445894
2,ETTh1,720,pmutual_info,1501,GRU,rmse,0.5091705125718219
2,ETTh1,720,pentropy,1501,GRU,rmse,0.5091512629646252
2,ETTh1,720,prollcorr,751,LSTM,rmse,0.5075625075180078
2,ETTh1,720,prollcov,1501,LSTM,rmse,0.5069122395558336
2,ETTh1,720,prollcov,751,LSTM,rmse,0.5038804610274611
2,ETTh1,720,ipmutual_info,501,LSTM,rmse,0.5032465665283294
2,ETTh1,720,pentropy,1251,LSTM,rmse,0.5006640815803556
2,ETTh1,720,iprollcov,1251,LSTM,rmse,0.4996705875961362
2,ETTh1,720,prollcorr,1001,GRU,rmse,0.498425167689323
2,ETTh1,720,prollcorr,1001,LSTM,rmse,0.4971624641625171
1,ETTh1,720,pfarm,1251,GRU,mae,0.4960651649409386
2,ETTh1,720,prollcorr,1251,LSTM,rmse,0.4956105523380938
1,ETTh1,720,ipmutual_info,751,GRU,mae,0.4952272235092675
2,ETTh1,720,iprollcov,751,LSTM,rmse,0.4944725097544419
2,ETTh1,720,pentropy,501,LSTM,rmse,0.4942057786753877
2,ETTh1,720,prollcorr,751,GRU,rmse,0.4938060442321426
1,ETTh1,720,prollcorr,1501,GRU,mae,0.4933397184814777
2,ETTh1,720,ipmutual_info,1251,GRU,rmse,0.4933079360948186
2,ETTh1,720,ipentropy,751,GRU,rmse,0.4932578003444649
2,ETTh1,720,ipmutual_info,1501,LSTM,rmse,0.4927947724488207
2,ETTh1,720,pmutual_info,751,LSTM,rmse,0.4916466819231537
2,ETTh1,720,pmutual_info,751,GRU,rmse,0.4916080043790857
2,ETTh1,720,pmutual_info,1001,LSTM,rmse,0.4915451570799684
2,ETTh1,720,ipmutual_info,1001,GRU,rmse,0.491488301016433
1,ETTh1,720,iprollcov,1001,GRU,mae,0.4899979678983338
1,ETTh1,720,iprollcorr,1251,LSTM,mae,0.4897170714923884
2,ETTh1,720,ipentropy,501,GRU,rmse,0.4885682326545132
2,ETTh1,720,prollcorr,501,LSTM,rmse,0.4872640223823786
1,ETTh1,720,iprollcov,751,GRU,mae,0.4855564338426829
1,ETTh1,720,pfarm,501,GRU,mae,0.4852734506574448
2,ETTh1,720,pfarm,1001,LSTM,rmse,0.4839028605303129
2,ETTh1,720,pmutual_info,1251,GRU,rmse,0.4832470102564205
2,ETTh1,720,pentropy,1501,LSTM,rmse,0.4818838245769044
2,ETTh1,720,pentropy,751,GRU,rmse,0.4818256855116338
1,ETTh1,720,iprollcorr,1501,GRU,mae,0.4809308866029005
2,ETTh1,720,ipmutual_info,1251,LSTM,rmse,0.4801795015024784
2,ETTh1,720,ipmutual_info,751,LSTM,rmse,0.4798116163566098
2,ETTh1,720,pentropy,1001,GRU,rmse,0.4794814232960632
2,ETTh1,720,ipmutual_info,1001,LSTM,rmse,0.4777820946238673
1,ETTh1,720,pfarm,751,GRU,mae,0.4730906614371969
1,ETTh1,720,pmutual_info,1001,GRU,mae,0.4724424215438821
1,ETTh1,720,prollcov,751,GRU,mae,0.4708327516363361
1,ETTh1,720,pmutual_info,1251,LSTM,mae,0.4696858473229955
1,ETTh1,720,identity,N/A,GRU,mae,0.467259120288671
1,ETTh1,720,iprollcorr,1001,GRU,mae,0.4637149909869557
1,ETTh1,720,pfarm,1501,LSTM,mae,0.4634547724128311
1,ETTh1,720,iprollcov,1501,GRU,mae,0.4622603618246078
1,ETTh1,720,prollcov,1001,GRU,mae,0.4618262668246508
1,ETTh1,720,iprollcov,501,LSTM,mae,0.4615689468298665
1,ETTh1,720,iprollcorr,751,LSTM,mae,0.459253315173818
2,ETTh1,720,pfarm,501,LSTM,rmse,0.4588800079265876
1,ETTh1,720,iprollcov,501,GRU,mae,0.4547967286990128
1,ETTh1,720,prollcorr,501,GRU,mae,0.4542107746237324
1,ETTh1,720,identity,N/A,LSTM,mae,0.4536248949595582
1,ETTh1,720,ipentropy,751,LSTM,mae,0.4521404563276642
2,ETTh1,720,prollcov,501,LSTM,rmse,0.4512578370064797
1,ETTh1,720,prollcorr,1251,GRU,mae,0.451041274203995
1,ETTh1,720,iprollcov,1001,LSTM,mae,0.4508817725797439
1,ETTh1,720,iprollcorr,501,GRU,mae,0.4478221775680466
1,ETTh1,720,ipentropy,1501,LSTM,mae,0.447349088055527
2,ETTh1,720,pfarm,751,LSTM,rmse,0.4471965572259798
2,ETTh1,720,pmutual_info,501,LSTM,rmse,0.4466942817225469
1,ETTh1,720,iprollcov,1501,LSTM,mae,0.446541007952921
1,ETTh1,720,ipentropy,1001,GRU,mae,0.4462821752739674
1,ETTh1,720,prollcov,1001,LSTM,mae,0.4448711051429632
1,ETTh1,720,ipentropy,1251,LSTM,mae,0.4444098802161205
1,ETTh1,720,iprollcorr,1001,LSTM,mae,0.442239104960221
2,ETTh1,720,iprollcorr,1001,BiTCN,rmse,0.4420954136606132
1,ETTh1,720,iprollcorr,1251,GRU,mae,0.4418706187439312
1,ETTh1,720,iprollcorr,501,LSTM,mae,0.4405637070288598
1,ETTh1,720,pfarm,1001,GRU,mae,0.4399488135458145
1,ETTh1,720,iprollcorr,1501,LSTM,mae,0.4380895484845612
1,ETTh1,720,pfarm,1501,GRU,mae,0.4369687201112823
1,ETTh1,720,pentropy,501,GRU,mae,0.4364870634148671
2,ETTh1,720,pfarm,1001,BiTCN,rmse,0.4359806919277701
1,ETTh1,720,prollcov,1251,LSTM,mae,0.4358634056470776
1,ETTh1,720,pfarm,1251,LSTM,mae,0.4347436064284475
1,ETTh1,720,pentropy,1001,LSTM,mae,0.4344517583509906
2,ETTh1,720,ipentropy,1501,NBEATSx,rmse,0.4344474808995727
1,ETTh1,720,prollcov,501,GRU,mae,0.4335834534008105
1,ETTh1,720,pentropy,1251,GRU,mae,0.4328584237002903
1,ETTh1,720,iprollcov,1251,GRU,mae,0.4320945932093574
1,ETTh1,720,prollcorr,1501,LSTM,mae,0.4312828879301709
1,ETTh1,720,pentropy,751,LSTM,mae,0.4309264578583268
2,ETTh1,720,ipmutual_info,1501,BiTCN,rmse,0.4286684004732676
1,ETTh1,720,ipentropy,1501,GRU,mae,0.4285694559070931
1,ETTh1,720,pmutual_info,1501,LSTM,mae,0.428429283103546
2,ETTh1,720,pfarm,501,BiTCN,rmse,0.4268429286605154
1,ETTh1,720,ipentropy,1001,LSTM,mae,0.4265862995786048
2,ETTh1,720,pentropy,1501,BiTCN,rmse,0.4263399958058123
1,ETTh1,720,ipentropy,501,LSTM,mae,0.426298895717074
1,ETTh1,720,prollcov,1501,LSTM,mae,0.4255895514821809
1,ETTh1,720,prollcorr,751,LSTM,mae,0.4254115148957338
2,ETTh1,720,prollcov,1501,BiTCN,rmse,0.4240041119887792
1,ETTh1,720,prollcov,751,LSTM,mae,0.4222541983091924
2,ETTh1,720,pmutual_info,501,BiTCN,rmse,0.4217114067175652
1,ETTh1,720,ipmutual_info,1501,GRU,mae,0.4213133981514166
1,ETTh1,720,pmutual_info,501,GRU,mae,0.421167188177908
1,ETTh1,720,ipentropy,1251,GRU,mae,0.4206735036034559
1,ETTh1,720,iprollcov,1251,LSTM,mae,0.4195935056138986
1,ETTh1,720,iprollcorr,751,GRU,mae,0.418684515680452
2,ETTh1,720,iprollcov,1001,BiTCN,rmse,0.4166094148955473
1,ETTh1,720,prollcorr,1001,LSTM,mae,0.41566370975502
1,ETTh1,720,ipmutual_info,501,LSTM,mae,0.4139989732081411
1,ETTh1,720,prollcorr,1251,LSTM,mae,0.411353767441571
1,ETTh1,720,iprollcov,751,LSTM,mae,0.4113282439083197
2,ETTh1,720,pfarm,1251,BiTCN,rmse,0.4112416878056456
0,ETTh1,720,ipmutual_info,501,GRU,mse,0.4103583206848799
1,ETTh1,720,pentropy,1501,GRU,mae,0.4103299752623616
2,ETTh1,720,prollcov,751,BiTCN,rmse,0.4096918680861013
2,ETTh1,720,pentropy,501,NHITS,rmse,0.409176524223887
2,ETTh1,720,ipentropy,1251,BiTCN,rmse,0.4086423024873254
2,ETTh1,720,pmutual_info,751,BiTCN,rmse,0.4082224136685231
1,ETTh1,720,pentropy,1251,LSTM,mae,0.4078452499529914
1,ETTh1,720,prollcorr,501,LSTM,mae,0.4072118576796703
2,ETTh1,720,iprollcorr,1501,NBEATSx,rmse,0.4071293267594124
1,ETTh1,720,prollcorr,751,GRU,mae,0.406852080167664
1,ETTh1,720,ipmutual_info,1501,LSTM,mae,0.4060984319838007
2,ETTh1,720,pfarm,1501,BiTCN,rmse,0.4058355483086088
2,ETTh1,720,pmutual_info,1501,BiTCN,rmse,0.4054201125746411
1,ETTh1,720,prollcorr,1001,GRU,mae,0.4046401896291151
2,ETTh1,720,prollcorr,501,NHITS,rmse,0.4045109665387713
2,ETTh1,720,pentropy,751,NHITS,rmse,0.404360162404529
1,ETTh1,720,pfarm,1001,LSTM,mae,0.403736904474961
0,ETTh1,720,prollcov,1501,GRU,mse,0.4036581097953657
1,ETTh1,720,ipmutual_info,1001,GRU,mae,0.4032998242936889
2,ETTh1,720,iprollcov,1501,NBEATSx,rmse,0.4027725703509848
1,ETTh1,720,pentropy,501,LSTM,mae,0.4025183180676326
1,ETTh1,720,pmutual_info,1501,GRU,mae,0.4024132207461434
2,ETTh1,720,iprollcov,1251,BiTCN,rmse,0.4011773986715843
2,ETTh1,720,iprollcov,751,BiTCN,rmse,0.3989749573193476
2,ETTh1,720,ipmutual_info,1001,BiTCN,rmse,0.3988118457882082
1,ETTh1,720,pmutual_info,1001,LSTM,mae,0.39875163278921
2,ETTh1,720,prollcorr,751,NHITS,rmse,0.398751434540766
0,ETTh1,720,prollcov,1251,GRU,mse,0.3982831467495145
2,ETTh1,720,prollcov,501,NHITS,rmse,0.3981719469678479
1,ETTh1,720,ipmutual_info,1251,GRU,mae,0.3974514871987177
1,ETTh1,720,pentropy,1501,LSTM,mae,0.396131447845604
1,ETTh1,720,ipmutual_info,1001,LSTM,mae,0.3960144232098238
2,ETTh1,720,ipmutual_info,751,NHITS,rmse,0.3956863439537632
2,ETTh1,720,ipmutual_info,1251,NHITS,rmse,0.3951600768485738
2,ETTh1,720,ipmutual_info,501,BiTCN,rmse,0.3946354563949326
2,ETTh1,720,pfarm,751,NHITS,rmse,0.3940665051327134
2,ETTh1,720,ipmutual_info,501,NHITS,rmse,0.3940139416704356
2,ETTh1,720,prollcov,751,NHITS,rmse,0.3938936119192853
1,ETTh1,720,ipmutual_info,751,LSTM,mae,0.3937422401140184
2,ETTh1,720,prollcorr,1001,NHITS,rmse,0.3933450672952296
2,ETTh1,720,ipmutual_info,1001,NHITS,rmse,0.3932466114102791
1,ETTh1,720,pmutual_info,751,GRU,mae,0.3932451499765939
2,ETTh1,720,pfarm,501,NBEATSx,rmse,0.3926818206132799
2,ETTh1,720,ipmutual_info,1501,NHITS,rmse,0.3923280291921697
2,ETTh1,336,pentropy,1251,BiTCN,rmse,0.3919857580111685
2,ETTh1,720,prollcov,1501,NHITS,rmse,0.3919539652951342
2,ETTh1,720,pfarm,1001,NHITS,rmse,0.391615588533404
1,ETTh1,720,ipmutual_info,1251,LSTM,mae,0.3915403343802754
2,ETTh1,720,ipentropy,1251,NHITS,rmse,0.391285505835625
2,ETTh1,720,prollcorr,1501,NHITS,rmse,0.3906065823034179
2,ETTh1,720,pentropy,1001,NHITS,rmse,0.3905028190351826
2,ETTh1,720,iprollcorr,1251,NHITS,rmse,0.3904911610427663
2,ETTh1,720,pfarm,1251,NHITS,rmse,0.3904594940867686
2,ETTh1,720,prollcov,1251,NHITS,rmse,0.3904277153709999
2,ETTh1,720,iprollcov,1251,NHITS,rmse,0.3903459666256223
2,ETTh1,720,prollcov,751,NBEATSx,rmse,0.3902307767613951
1,ETTh1,720,ipentropy,501,GRU,mae,0.3900741011086905
2,ETTh1,720,iprollcorr,501,NHITS,rmse,0.3900735688226243
2,ETTh1,720,prollcov,1001,BiTCN,rmse,0.3897533702579647
1,ETTh1,720,ipentropy,751,GRU,mae,0.3897229800669925
2,ETTh1,720,pfarm,501,NHITS,rmse,0.3897005183481141
2,ETTh1,720,iprollcov,501,NHITS,rmse,0.3896832217525074
2,ETTh1,720,pentropy,1251,NHITS,rmse,0.3895630493051792
2,ETTh1,720,ipentropy,501,BiTCN,rmse,0.389199055818095
2,ETTh1,720,ipentropy,1501,BiTCN,rmse,0.3889913790131961
2,ETTh1,720,ipentropy,501,NHITS,rmse,0.3883269018292882
2,ETTh1,720,prollcorr,1251,NHITS,rmse,0.3882562897663829
2,ETTh1,720,iprollcorr,1501,NHITS,rmse,0.388235053676903
2,ETTh1,720,pfarm,1501,NHITS,rmse,0.3881740560791145
2,ETTh1,720,identity,N/A,NHITS,rmse,0.3881574976887028
2,ETTh1,720,pentropy,1001,BiTCN,rmse,0.3880630671596146
2,ETTh1,720,pmutual_info,751,NBEATSx,rmse,0.3880065141542396
2,ETTh1,720,prollcov,1001,NHITS,rmse,0.38788983199124
2,ETTh1,720,ipentropy,1501,NHITS,rmse,0.3878680873956267
2,ETTh1,720,ipentropy,1001,NHITS,rmse,0.3878327989810242
2,ETTh1,720,prollcov,1251,BiTCN,rmse,0.3873612658126963
2,ETTh1,720,pentropy,1501,NHITS,rmse,0.3869945486012069
1,ETTh1,720,pmutual_info,1251,GRU,mae,0.3867905999553526
2,ETTh1,720,ipentropy,751,NHITS,rmse,0.3861988209069202
2,ETTh1,720,iprollcov,1501,NHITS,rmse,0.3859093070781776
2,ETTh1,720,ipentropy,501,TFT,rmse,0.3853293436200737
2,ETTh1,720,iprollcov,501,BiTCN,rmse,0.3849606723054466
2,ETTh1,720,ipmutual_info,501,NBEATSx,rmse,0.384538717163287
2,ETTh1,720,pmutual_info,1001,NHITS,rmse,0.3834051755620759
2,ETTh1,720,iprollcov,751,NHITS,rmse,0.3827318356616823
2,ETTh1,720,pmutual_info,1501,NHITS,rmse,0.3827198731536033
2,ETTh1,720,ipmutual_info,751,NBEATSx,rmse,0.382266536778979
2,ETTh1,720,ipentropy,751,BiTCN,rmse,0.3819480242390944
2,ETTh1,720,prollcorr,1251,BiTCN,rmse,0.3818338587592232
2,ETTh1,720,iprollcorr,1001,NBEATSx,rmse,0.3818221381519918
2,ETTh1,720,pfarm,1501,NBEATSx,rmse,0.3815149152754671
2,ETTh1,720,iprollcorr,751,NHITS,rmse,0.3812869843722909
2,ETTh1,720,pmutual_info,1251,BiTCN,rmse,0.3811426117260019
1,ETTh1,720,pmutual_info,751,LSTM,mae,0.3808078064448311
2,ETTh1,720,pmutual_info,1251,NHITS,rmse,0.3805560080633349
2,ETTh1,720,iprollcov,1001,NHITS,rmse,0.379770589650159
2,ETTh1,720,iprollcov,1251,NBEATSx,rmse,0.3797551233698005
2,ETTh1,720,iprollcorr,1001,NHITS,rmse,0.3795400671071678
1,ETTh1,720,pentropy,1001,GRU,mae,0.379407101808407
2,ETTh1,720,prollcorr,1001,BiTCN,rmse,0.3793678655238228
2,ETTh1,720,iprollcorr,1501,BiTCN,rmse,0.3791301168460236
1,ETTh1,720,pentropy,751,GRU,mae,0.3778850340087331
2,ETTh1,720,pfarm,1251,NBEATSx,rmse,0.377691193432454
2,ETTh1,720,ipmutual_info,1501,NBEATSx,rmse,0.3773949681464149
2,ETTh1,720,pentropy,1251,BiTCN,rmse,0.3772041615000902
1,ETTh1,720,pfarm,501,LSTM,mae,0.376343134006408
2,ETTh1,720,pmutual_info,1501,NBEATSx,rmse,0.3758725970035768
2,ETTh1,720,pmutual_info,751,NHITS,rmse,0.3754166228873108
2,ETTh1,720,pentropy,501,NBEATSx,rmse,0.3747691859135638
2,ETTh1,720,prollcorr,1251,NBEATSx,rmse,0.373784288074289
2,ETTh1,720,pmutual_info,501,NHITS,rmse,0.3727520939511161
2,ETTh1,720,pmutual_info,501,NBEATSx,rmse,0.3723964596999902
2,ETTh1,720,iprollcorr,501,BiTCN,rmse,0.372151503671649
2,ETTh1,720,iprollcorr,1251,NBEATSx,rmse,0.3718467234654523
2,ETTh1,720,pmutual_info,1001,NBEATSx,rmse,0.3716957118737978
2,ETTh1,720,pfarm,1001,NBEATSx,rmse,0.3716499425177308
2,ETTh1,720,pmutual_info,1251,TFT,rmse,0.3706745963314583
2,ETTh1,720,iprollcov,501,NBEATSx,rmse,0.3706503965290485
2,ETTh1,720,ipmutual_info,751,BiTCN,rmse,0.3704501614673395
2,ETTh1,720,prollcorr,751,BiTCN,rmse,0.3704488276412738
2,ETTh1,720,iprollcorr,751,NBEATSx,rmse,0.369028919721944
2,ETTh1,720,pentropy,501,BiTCN,rmse,0.3690074063390768
2,ETTh1,720,pfarm,751,BiTCN,rmse,0.3689054922094386
2,ETTh1,720,iprollcov,1501,BiTCN,rmse,0.3677508735177976
2,ETTh1,720,identity,N/A,BiTCN,rmse,0.3677048783068208
2,ETTh1,720,pentropy,751,BiTCN,rmse,0.367679517908242
2,ETTh1,720,ipmutual_info,1001,NBEATSx,rmse,0.3664466340764032
2,ETTh1,720,pentropy,1251,NBEATSx,rmse,0.3664207152243303
2,ETTh1,720,prollcorr,1001,NBEATSx,rmse,0.3662872403027811
1,ETTh1,720,prollcov,501,LSTM,mae,0.3662818911908801
2,ETTh1,720,ipentropy,501,NBEATSx,rmse,0.3662583767806211
2,ETTh1,720,prollcorr,1501,NBEATSx,rmse,0.366083320017984
2,ETTh1,720,ipentropy,1001,BiTCN,rmse,0.3654105046105759
2,ETTh1,720,prollcov,1001,NBEATSx,rmse,0.3653508321925639
2,ETTh1,720,iprollcorr,1251,BiTCN,rmse,0.3653487965831219
2,ETTh1,720,ipmutual_info,1251,NBEATSx,rmse,0.3648761775774396
1,ETTh1,720,pfarm,751,LSTM,mae,0.3641246057362163
2,ETTh1,720,ipentropy,1001,NBEATSx,rmse,0.3641009062822863
2,ETTh1,720,pentropy,1501,NBEATSx,rmse,0.3637749681647295
2,ETTh1,720,iprollcorr,501,NBEATSx,rmse,0.362963464849303
3,ETTh1,720,prollcov,1501,GRU,mape,0.3628320249828722
2,ETTh1,720,prollcorr,501,BiTCN,rmse,0.3620799462874641
2,ETTh1,720,pmutual_info,1251,NBEATSx,rmse,0.3609093525733532
2,ETTh1,720,prollcorr,751,NBEATSx,rmse,0.360896112021961
2,ETTh1,720,pentropy,1001,TFT,rmse,0.3608672461685418
2,ETTh1,720,pentropy,751,NBEATSx,rmse,0.3607882842930355
2,ETTh1,720,ipmutual_info,1001,DeepNPTS,rmse,0.3605505664929041
2,ETTh1,720,iprollcorr,751,BiTCN,rmse,0.3605049934128392
2,ETTh1,720,prollcorr,501,NBEATSx,rmse,0.3603085871088177
2,ETTh1,720,ipentropy,751,NBEATSx,rmse,0.3602901034041716
2,ETTh1,720,ipmutual_info,501,DeepNPTS,rmse,0.3600727061801139
2,ETTh1,720,pentropy,1251,DeepNPTS,rmse,0.359943816601682
2,ETTh1,720,pfarm,751,DeepNPTS,rmse,0.3599164416227455
2,ETTh1,720,ipentropy,1251,NBEATSx,rmse,0.3595319804358603
2,ETTh1,720,pfarm,751,NBEATSx,rmse,0.3594471122189179
2,ETTh1,720,iprollcov,751,NBEATSx,rmse,0.3592729562677526
0,ETTh1,720,prollcorr,1501,GRU,mse,0.359025784623483
2,ETTh1,720,iprollcov,1501,TCN,rmse,0.3588876793391051
2,ETTh1,720,ipentropy,501,DeepNPTS,rmse,0.3586991917522234
2,ETTh1,720,prollcov,501,BiTCN,rmse,0.3586165010621587
2,ETTh1,720,prollcorr,1251,DeepNPTS,rmse,0.3585306508712189
3,ETTh1,720,ipmutual_info,501,GRU,mape,0.3584948801249479
2,ETTh1,720,prollcorr,1501,BiTCN,rmse,0.3582448462965129
2,ETTh1,720,pmutual_info,1251,DeepNPTS,rmse,0.358243642718869
2,ETTh1,720,prollcov,501,NBEATSx,rmse,0.3580798060827886
2,ETTh1,192,pmutual_info,1251,TSMixerx,rmse,0.3579950995631841
2,ETTh1,720,pentropy,1001,NBEATSx,rmse,0.3579038722607816
2,ETTh1,720,pentropy,1501,DeepNPTS,rmse,0.3577906991380989
0,ETTh1,720,ipmutual_info,751,GRU,mse,0.3576380195074587
2,ETTh1,720,identity,N/A,NBEATSx,rmse,0.3575759033728838
2,ETTh1,336,prollcorr,1001,MLP,rmse,0.3567749801062115
1,ETTh1,720,pmutual_info,501,LSTM,mae,0.3567045677265595
2,ETTh1,720,prollcov,1251,NBEATSx,rmse,0.3565175710542516
2,ETTh1,720,iprollcorr,1501,DeepNPTS,rmse,0.3562968077972684
2,ETTh1,336,prollcorr,1251,NHITS,rmse,0.3561256952879528
2,ETTh1,720,prollcov,1501,NBEATSx,rmse,0.3559743073937899
2,ETTh1,720,iprollcov,1501,DeepNPTS,rmse,0.3557778430408322
2,ETTh1,720,pfarm,1001,DeepNPTS,rmse,0.3556897152612736
2,ETTh1,336,prollcorr,1251,BiTCN,rmse,0.3556240691775046
2,ETTh1,720,ipentropy,1251,TFT,rmse,0.3556086716759277
2,ETTh1,336,pmutual_info,751,MLP,rmse,0.3553663680972471
2,ETTh1,720,ipmutual_info,1501,DeepNPTS,rmse,0.3553570206234701
2,ETTh1,336,iprollcorr,1251,BiTCN,rmse,0.355043433497782
2,ETTh1,720,prollcorr,1501,DeepNPTS,rmse,0.3546558004615268
2,ETTh1,720,pmutual_info,1501,DeepNPTS,rmse,0.3545728695903557
2,ETTh1,720,iprollcorr,1251,TFT,rmse,0.3545668012064306
2,ETTh1,720,ipentropy,1251,DeepNPTS,rmse,0.3545104775714275
2,ETTh1,720,pfarm,1501,DeepNPTS,rmse,0.3544068705839861
2,ETTh1,720,prollcov,1501,DeepNPTS,rmse,0.354333272589486
2,ETTh1,720,prollcorr,1001,DeepNPTS,rmse,0.3542839303438117
3,ETTh1,720,prollcov,1251,GRU,mape,0.3541641082320237
2,ETTh1,336,prollcorr,1001,NHITS,rmse,0.3541286588520377
2,ETTh1,720,prollcov,751,DeepNPTS,rmse,0.3540138074647718
2,ETTh1,720,iprollcorr,751,DeepNPTS,rmse,0.3540074516330119
2,ETTh1,336,pentropy,501,MLP,rmse,0.3537637741815124
2,ETTh1,336,iprollcorr,1501,NHITS,rmse,0.3535634908065854
2,ETTh1,720,ipmutual_info,1251,DeepNPTS,rmse,0.3532616915938454
2,ETTh1,720,pmutual_info,501,DeepNPTS,rmse,0.3532050747480495
2,ETTh1,720,prollcov,1001,DeepNPTS,rmse,0.3530921955088402
2,ETTh1,720,ipentropy,1501,DeepNPTS,rmse,0.3530813382704052
2,ETTh1,720,pfarm,501,DeepNPTS,rmse,0.3529164869385129
2,ETTh1,720,pmutual_info,751,DeepNPTS,rmse,0.3528211652747963
2,ETTh1,336,prollcov,1001,NHITS,rmse,0.352376369465907
2,ETTh1,720,iprollcov,1001,NBEATSx,rmse,0.3521492213006382
2,ETTh1,720,ipentropy,1001,DeepNPTS,rmse,0.3519038548145666
2,ETTh1,720,iprollcov,1251,DeepNPTS,rmse,0.3518964425429227
2,ETTh1,720,iprollcorr,501,DeepNPTS,rmse,0.3518755451275733
2,ETTh1,720,identity,N/A,DeepNPTS,rmse,0.3518139621827342
2,ETTh1,720,iprollcov,751,DeepNPTS,rmse,0.3517961521160503
2,ETTh1,336,pfarm,1251,BiTCN,rmse,0.3516328411541522
2,ETTh1,720,pfarm,1251,DeepNPTS,rmse,0.3514773239563954
2,ETTh1,720,prollcorr,751,DeepNPTS,rmse,0.3513465520078402
2,ETTh1,720,ipentropy,751,DeepNPTS,rmse,0.3511034776917027
2,ETTh1,336,iprollcov,1501,NHITS,rmse,0.3509381981251112
